@relation trainSet

@attribute coverage numeric
@attribute dependent_and_referenced numeric
@attribute distinct_dependent_values numeric
@attribute multi_dependent numeric
@attribute multi_referenced numeric
@attribute foreignKey {FOREIGN_KEY,UNKNOWN,NO_FOREIGN_KEY}

@data
0.6065989847715736,0.0,1.0368763557483731,0.0021691973969631237,4.0,FOREIGN_KEY
0.10094722598105547,0.0,0.8091106290672451,0.0021691973969631237,8.0,FOREIGN_KEY
448925.0,0.0,973.8069414316703,0.0021691973969631237,9.0,FOREIGN_KEY
0.014680361611106627,0.0,3.156182212581345,0.0021691973969631237,10.0,FOREIGN_KEY
1.0,0.0,33176.32971800434,0.0021691973969631237,13.0,FOREIGN_KEY
0.03465230625146336,0.0,0.9631236442516269,0.0021691973969631237,5.0,FOREIGN_KEY
1.7208836E7,0.0,37329.362255965294,0.0021691973969631237,9.0,FOREIGN_KEY
1.0,0.0,3685.043383947939,0.0021691973969631237,3.0,FOREIGN_KEY
0.05834813140689321,0.0,12.544468546637743,0.0021691973969631237,10.0,FOREIGN_KEY
0.8988505747126436,0.0,0.8481561822125814,0.0021691973969631237,2.0,FOREIGN_KEY
0.005412719891745603,0.0,0.04338394793926247,0.004338394793926247,8.0,FOREIGN_KEY
0.002110845802664308,0.0,4.596529284164859,0.0021691973969631237,12.0,FOREIGN_KEY
1400364.0,0.0,3037.6659436008676,0.0021691973969631237,9.0,FOREIGN_KEY
0.05115020297699594,0.0,0.40997830802603036,0.004338394793926247,8.0,FOREIGN_KEY
0.008012613557597784,0.0,26.379609544468547,0.0021691973969631237,11.0,FOREIGN_KEY
0.0,0.0,0.0,0.0021691973969631237,12.0,FOREIGN_KEY
0.06755207653564257,0.0,93.18655097613883,0.0021691973969631237,8.0,FOREIGN_KEY
0.0319693094629156,0.0,0.05422993492407809,0.0021691973969631237,2.0,FOREIGN_KEY
0.02080218301435407,0.0,2.414316702819957,0.0021691973969631237,5.0,FOREIGN_KEY
0.008389715832205684,0.0,0.06724511930585683,0.0021691973969631237,8.0,FOREIGN_KEY
0.0412866252320607,0.0,8.876355748373102,0.0021691973969631237,10.0,FOREIGN_KEY
0.30601092896174864,0.0,0.48590021691973967,0.0021691973969631237,7.0,FOREIGN_KEY
0.002292776212703831,0.0,0.9674620390455532,0.0021691973969631237,29.0,FOREIGN_KEY
0.02216815355501487,0.0,0.3557483731019523,0.0021691973969631237,10.0,FOREIGN_KEY
0.022621598509505802,0.0,60.366594360086765,0.0021691973969631237,5.0,FOREIGN_KEY
0.9780418244322183,0.0,2129.761388286334,0.0021691973969631237,12.0,FOREIGN_KEY
720897.0,0.0,1563.767895878525,0.0021691973969631237,9.0,FOREIGN_KEY
6.129599712569317E-4,0.0,4.16702819956616,0.0021691973969631237,7.0,FOREIGN_KEY
1.0,0.0,1379.4772234273319,0.0021691973969631237,8.0,FOREIGN_KEY
0.0013271713167457885,0.0,1.8308026030368763,0.0021691973969631237,8.0,FOREIGN_KEY
0.999989910404391,0.0,214.99132321041213,0.0021691973969631237,10.0,FOREIGN_KEY
5.140753840143118E-6,0.0,0.0021691973969631237,0.004338394793926247,29.0,FOREIGN_KEY
0.002503941340714913,0.0,83.07158351409979,0.0021691973969631237,13.0,FOREIGN_KEY
8.225206144228989E-4,0.0,0.3470715835140998,0.0021691973969631237,29.0,FOREIGN_KEY
0.003953239703070058,0.0,1.668112798264642,0.0021691973969631237,29.0,FOREIGN_KEY
0.10447816985645933,0.0,12.12581344902386,0.0021691973969631237,5.0,FOREIGN_KEY
1.0134502501849057E-5,0.0,0.3362255965292842,0.0021691973969631237,13.0,FOREIGN_KEY
0.08574649041910032,0.0,81.68329718004338,0.0021691973969631237,7.0,FOREIGN_KEY
1.0,0.0,0.004338394793926247,0.0021691973969631237,2.0,FOREIGN_KEY
0.8249027237354085,0.0,0.4598698481561822,0.0021691973969631237,1.0,FOREIGN_KEY
1.4943399E7,0.0,32415.182212581345,0.0021691973969631237,9.0,FOREIGN_KEY
0.057177615571776155,0.0,0.9175704989154013,0.0021691973969631237,10.0,FOREIGN_KEY
6172155.0,0.0,13388.622559652928,0.0021691973969631237,9.0,FOREIGN_KEY
0.01181918287107132,0.0,80.34924078091106,0.0021691973969631237,7.0,FOREIGN_KEY
0.24077109185982987,0.0,6.691973969631237,0.0021691973969631237,5.0,FOREIGN_KEY
6.937983781062796E-4,0.0,2.284164859002169,0.0021691973969631237,11.0,FOREIGN_KEY
1.0,0.0,0.004338394793926247,0.004338394793926247,2.0,FOREIGN_KEY
4232192.0,0.0,9180.459869848157,0.0021691973969631237,9.0,FOREIGN_KEY
0.938135204463261,0.0,31123.882863340565,0.0021691973969631237,13.0,FOREIGN_KEY
0.870235198702352,0.0,13.96529284164859,0.0021691973969631237,10.0,FOREIGN_KEY
0.8661202185792349,0.0,1.3752711496746204,0.0021691973969631237,7.0,FOREIGN_KEY
0.0027017027570109776,0.0,111.76789587852494,0.0021691973969631237,3.0,FOREIGN_KEY
0.38177851251429096,0.0,838.0932754880694,0.0021691973969631237,3.0,FOREIGN_KEY
1.0281507680286237E-5,0.0,0.004338394793926247,0.0021691973969631237,29.0,FOREIGN_KEY
0.18920368148517389,0.0,261.00216919739694,0.0021691973969631237,8.0,FOREIGN_KEY
0.012962882191302831,0.0,3.2234273318872018,0.0021691973969631237,14.0,FOREIGN_KEY
0.9999651066428229,0.0,248.65726681127984,0.0021691973969631237,14.0,FOREIGN_KEY
6.888610145791778E-4,0.0,0.29067245119305857,0.0021691973969631237,29.0,FOREIGN_KEY
